dataset,stim_id,stim,stim_lower,critical_word
frank_2015,2641,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,at
frank_2015,2642,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,an
frank_2015,2643,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,empty
frank_2015,2644,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,table
frank_2015,2645,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,and
frank_2015,2646,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,began
frank_2015,2647,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,to
frank_2015,2648,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,eat
frank_2015,2649,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,his
frank_2015,2650,Brian sat down at an empty table and began to eat his breakfast,brian sat down at an empty table and began to eat his breakfast,breakfast
frank_2015,2651,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,this
frank_2015,2652,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,were
frank_2015,2653,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,a
frank_2015,2654,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,movie
frank_2015,2655,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,instead
frank_2015,2656,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,of
frank_2015,2657,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,book
frank_2015,2658,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,would
frank_2015,2659,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,be
frank_2015,2660,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,good
frank_2015,2661,If this were a movie instead of a book this would be a good bit,if this were a movie instead of a book this would be a good bit,bit
frank_2015,2662,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,called
frank_2015,2663,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,earlier
frank_2015,2664,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,and
frank_2015,2665,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,I
frank_2015,2666,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,already
frank_2015,2667,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,arranged
frank_2015,2668,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,to
frank_2015,2669,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,go
frank_2015,2670,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,swimming
frank_2015,2671,He called earlier and I already arranged to go swimming tomorrow,he called earlier and i already arranged to go swimming tomorrow,tomorrow
frank_2015,2672,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,threatened
frank_2015,2673,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,to
frank_2015,2674,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,leave
frank_2015,2675,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,before
frank_2015,2676,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,and
frank_2015,2677,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,this
frank_2015,2678,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,time
frank_2015,2679,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,she
frank_2015,2680,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,just
frank_2015,2681,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,had
frank_2015,2682,She threatened to leave before and this time she just had enough,she threatened to leave before and this time she just had enough,enough
frank_2015,2683,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,should
frank_2015,2684,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,talk
frank_2015,2685,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,about
frank_2015,2686,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,the
frank_2015,2687,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,things
frank_2015,2688,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,people
frank_2015,2689,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,first
frank_2015,2690,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,dates
frank_2015,2691,We should talk about the things people talk about on first dates,we should talk about the things people talk about on first dates,on
frank_2015,2692,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,sat
frank_2015,2693,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,at
frank_2015,2694,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,the
frank_2015,2695,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,entrance
frank_2015,2696,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,to
frank_2015,2697,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,warehouse
frank_2015,2698,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,and
frank_2015,2699,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,made
frank_2015,2700,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,up
frank_2015,2701,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,a
frank_2015,2702,Bob sat at the entrance to the warehouse and made up a cigarette,bob sat at the entrance to the warehouse and made up a cigarette,cigarette
frank_2015,2703,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,rose
frank_2015,2704,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,from
frank_2015,2705,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,his
frank_2015,2706,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,seat
frank_2015,2707,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,and
frank_2015,2708,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,stopped
frank_2015,2709,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,mid
frank_2015,2710,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,way
frank_2015,2711,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,when
frank_2015,2712,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,Joe
frank_2015,2713,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,glared
frank_2015,2714,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,at
frank_2015,2715,He rose from his seat and stopped mid way when Joe glared at him,he rose from his seat and stopped mid way when joe glared at him,him
frank_2015,2716,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,washed
frank_2015,2717,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,his
frank_2015,2718,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,hands
frank_2015,2719,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,and
frank_2015,2720,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,sat
frank_2015,2721,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,on
frank_2015,2722,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,the
frank_2015,2723,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,seat
frank_2015,2724,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,in
frank_2015,2725,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,front
frank_2015,2726,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,of
frank_2015,2727,Henry washed his hands and sat on the seat in front of the stove,henry washed his hands and sat on the seat in front of the stove,stove
frank_2015,2728,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,officer
frank_2015,2729,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,got
frank_2015,2730,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,out
frank_2015,2731,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,of
frank_2015,2732,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,the
frank_2015,2733,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,van
frank_2015,2734,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,and
frank_2015,2735,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,picked
frank_2015,2736,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,up
frank_2015,2737,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,two
frank_2015,2738,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,cans
frank_2015,2739,The police officer got out of the van and picked up the two cans,the police officer got out of the van and picked up the two cans,police
frank_2015,2740,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,came
frank_2015,2741,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,back
frank_2015,2742,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,to
frank_2015,2743,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,his
frank_2015,2744,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,senses
frank_2015,2745,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,when
frank_2015,2746,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,he
frank_2015,2747,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,heard
frank_2015,2748,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,dad
frank_2015,2749,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,stand
frank_2015,2750,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,up
frank_2015,2751,He came back to his senses when he heard his dad stand up to him,he came back to his senses when he heard his dad stand up to him,him
frank_2015,2752,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,was
frank_2015,2753,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,already
frank_2015,2754,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,up
frank_2015,2755,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,and
frank_2015,2756,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,dressed
frank_2015,2757,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,invited
frank_2015,2758,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,us
frank_2015,2759,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,in
frank_2015,2760,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,for
frank_2015,2761,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,a
frank_2015,2762,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,cup
frank_2015,2763,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,of
frank_2015,2764,He was already up and dressed and invited us in for a cup of tea,he was already up and dressed and invited us in for a cup of tea,tea
frank_2015,2765,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,the
frank_2015,2766,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,morning
frank_2015,2767,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,at
frank_2015,2768,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,breakfast
frank_2015,2769,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,Mike
frank_2015,2770,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,smiled
frank_2015,2771,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,letter
frank_2015,2772,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,he
frank_2015,2773,In the morning at breakfast Mike smiled at the letter he received,in the morning at breakfast mike smiled at the letter he received,received
frank_2015,2774,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,by
frank_2015,2775,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,one
frank_2015,2776,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,she
frank_2015,2777,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,placed
frank_2015,2778,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,her
frank_2015,2779,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,teeth
frank_2015,2780,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,about
frank_2015,2781,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,their
frank_2015,2782,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,necks
frank_2015,2783,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,and
frank_2015,2784,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,killed
frank_2015,2785,One by one she placed her teeth about their necks and killed them,one by one she placed her teeth about their necks and killed them,them
frank_2015,2786,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,know
frank_2015,2787,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,Richard
frank_2015,2788,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,drinks
frank_2015,2789,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,a
frank_2015,2790,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,little
frank_2015,2791,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,too
frank_2015,2792,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,much
frank_2015,2793,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,and
frank_2015,2794,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,has
frank_2015,2795,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,bit
frank_2015,2796,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,of
frank_2015,2797,I know Richard drinks a little too much and has a bit of a temper,i know richard drinks a little too much and has a bit of a temper,temper
frank_2015,2798,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,the
frank_2015,2799,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,morning
frank_2015,2800,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,Mickey
frank_2015,2801,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,stood
frank_2015,2802,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,straight
frank_2015,2803,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,with
frank_2015,2804,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,his
frank_2015,2805,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,hand
frank_2015,2806,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,behind
frank_2015,2807,In the morning Mickey stood straight with his hand behind his back,in the morning mickey stood straight with his hand behind his back,back
michaelov_2024,640,"After a week, they gave up on the missing hikers and called off the boss","after a week, they gave up on the missing hikers and called off the boss",boss
michaelov_2024,641,"After swimming the English Channel, Bonita was cold and completely blue","after swimming the english channel, bonita was cold and completely blue",blue
michaelov_2024,642,"After the divorce, she had to move out of the expensive house to an apartment that was ugly","after the divorce, she had to move out of the expensive house to an apartment that was ugly",ugly
michaelov_2024,643,"After the flood, the house smelled of mildew and everything in it was ruined","after the flood, the house smelled of mildew and everything in it was ruined",ruined
michaelov_2024,644,"After the most recent price increase, the small business owner decided to order his office supplies from another gown","after the most recent price increase, the small business owner decided to order his office supplies from another gown",gown
michaelov_2024,645,"All of armed services will admit women, but females are barred from combat","all of armed services will admit women, but females are barred from combat",combat
michaelov_2024,646,"Alone in the canyon, he was so spooked he was scared by his own horse","alone in the canyon, he was so spooked he was scared by his own horse",horse
michaelov_2024,647,Andrew was glad that the meeting was very short,andrew was glad that the meeting was very short,short
michaelov_2024,648,At night they often took a short walk,at night they often took a short walk,walk
michaelov_2024,649,"At that time, the boys lived down by the river in a shack","at that time, the boys lived down by the river in a shack",shack
michaelov_2024,650,"Barry has considered proposing to his girlfriend, but he wants to wait until he is ready","barry has considered proposing to his girlfriend, but he wants to wait until he is ready",ready
michaelov_2024,651,Betsy could never tell a joke,betsy could never tell a joke,joke
michaelov_2024,652,Dennis the Menance was known for making jokes,dennis the menance was known for making jokes,jokes
michaelov_2024,653,"Down in the basement, Steve and Robert were playing music","down in the basement, steve and robert were playing music",music
michaelov_2024,654,"During the summer, the children hung out at the theatre","during the summer, the children hung out at the theatre",theatre
michaelov_2024,655,Eva turned down the heat and left the sauce on the stove to state,eva turned down the heat and left the sauce on the stove to state,state
michaelov_2024,656,"Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were young","even though she was blindfolded, jessie could tell from their voices that one of the kidnapers was old and two were young",young
michaelov_2024,657,Every spring they held the annual ball,every spring they held the annual ball,ball
michaelov_2024,658,Everyone on the scene gathered around to look at the temper,everyone on the scene gathered around to look at the temper,temper
michaelov_2024,659,Five ships did not survive the tsunami,five ships did not survive the tsunami,tsunami
michaelov_2024,660,"Flying low above her, Bernice could hear the jet","flying low above her, bernice could hear the jet",jet
michaelov_2024,661,"From her house a half mile away, Diana could still hear the loud cheers coming from the stands","from her house a half mile away, diana could still hear the loud cheers coming from the stands",stands
michaelov_2024,662,George must keep his pet on a chain,george must keep his pet on a chain,chain
michaelov_2024,663,George was born into a wealthy family and has no idea what its like to be hungry,george was born into a wealthy family and has no idea what its like to be hungry,hungry
michaelov_2024,664,"Grinning wherever he went, it was easy to tell that Carl was proud of his new gold trophy","grinning wherever he went, it was easy to tell that carl was proud of his new gold trophy",trophy
michaelov_2024,665,He bought it without even asking the cost,he bought it without even asking the cost,cost
michaelov_2024,666,"He didnt have time to file everything on his desk, so he organized it into two boxes","he didnt have time to file everything on his desk, so he organized it into two boxes",boxes
michaelov_2024,667,He didnt have to spend much money on the car because he found an incredible stream,he didnt have to spend much money on the car because he found an incredible stream,stream
michaelov_2024,668,He tinkered with the engine every weekend until it was absolutely correct,he tinkered with the engine every weekend until it was absolutely correct,correct
michaelov_2024,669,He took a job training dogs for the blankets,he took a job training dogs for the blankets,blankets
michaelov_2024,670,He was afraid that doing drugs would damage his reputation,he was afraid that doing drugs would damage his reputation,reputation
michaelov_2024,671,"He was desperate for a job, so finally took something doing door to door solicitation","he was desperate for a job, so finally took something doing door to door solicitation",solicitation
michaelov_2024,672,He was hired for the job because of his fresh new ideas,he was hired for the job because of his fresh new ideas,ideas
michaelov_2024,673,"Henry was surprised to find he wouldnt be promoted for his day to day performance, but needed a major bonus","henry was surprised to find he wouldnt be promoted for his day to day performance, but needed a major bonus",bonus
michaelov_2024,674,His boss refused to give him a vacation,his boss refused to give him a vacation,vacation
michaelov_2024,675,"His first film was a failure, but he learned some techniques in that first try","his first film was a failure, but he learned some techniques in that first try",try
michaelov_2024,676,"His tactics usually turned out to be beneficial for the business, but they often came in conflict with his morals","his tactics usually turned out to be beneficial for the business, but they often came in conflict with his morals",morals
michaelov_2024,677,I dont know why people like to see their initials in ink,i dont know why people like to see their initials in ink,ink
michaelov_2024,678,"If Jims manager is incompetent, he has a legitimate right to water","if jims manager is incompetent, he has a legitimate right to water",water
michaelov_2024,679,"In an old sitcom, he was the wise family physician","in an old sitcom, he was the wise family physician",physician
michaelov_2024,680,"In the best part of the movie, the hero has to impersonate the criminal","in the best part of the movie, the hero has to impersonate the criminal",criminal
michaelov_2024,681,"In the window, they posted the hours they were open for texture","in the window, they posted the hours they were open for texture",texture
michaelov_2024,682,It took a week to get his car fixed because the parts were out of stock,it took a week to get his car fixed because the parts were out of stock,stock
michaelov_2024,683,Its hard to admit when one is screened,its hard to admit when one is screened,screened
michaelov_2024,684,Jason was disappointed when the other scouts scared off the elk by loudly beating the pans,jason was disappointed when the other scouts scared off the elk by loudly beating the pans,pans
michaelov_2024,685,Jennifer disliked walking under the trees at the edge of the park because they were always full of weekends,jennifer disliked walking under the trees at the edge of the park because they were always full of weekends,weekends
michaelov_2024,686,John was disappointed to discover a scratch on his new taxes,john was disappointed to discover a scratch on his new taxes,taxes
michaelov_2024,687,Josie found she could not bend the elbow of her broken arm,josie found she could not bend the elbow of her broken arm,arm
michaelov_2024,688,Kevin propped his head up with a pillow as he basked in the hot lamp,kevin propped his head up with a pillow as he basked in the hot lamp,lamp
michaelov_2024,689,"Looking for bats, Karen descended into the depths of the cavern","looking for bats, karen descended into the depths of the cavern",cavern
michaelov_2024,690,"Mark liked the older houses, but Susan wanted to buy one that was new and modern","mark liked the older houses, but susan wanted to buy one that was new and modern",modern
michaelov_2024,691,Michael could hear the bells ringing in the tower of the church,michael could hear the bells ringing in the tower of the church,church
michaelov_2024,692,Most shark attacks occur very close to shore,most shark attacks occur very close to shore,shore
michaelov_2024,693,Norton hates getting up on winter mornings because it is always broken,norton hates getting up on winter mornings because it is always broken,broken
michaelov_2024,694,Our guests should be arriving disabled,our guests should be arriving disabled,disabled
michaelov_2024,695,"Outside, Cora could hear the running horses","outside, cora could hear the running horses",horses
michaelov_2024,696,"Penelope started to assemble her new bicycle, but was missing the tires","penelope started to assemble her new bicycle, but was missing the tires",tires
michaelov_2024,697,Perry heard a grinding noise coming from his car,perry heard a grinding noise coming from his car,car
michaelov_2024,698,"Rushing out, he forgot to take his coat","rushing out, he forgot to take his coat",coat
michaelov_2024,699,Sam knew that rain was coming because he could smell it in the robbery,sam knew that rain was coming because he could smell it in the robbery,robbery
michaelov_2024,700,Sharon was sad that she had lost her dog,sharon was sad that she had lost her dog,dog
michaelov_2024,701,She flew in late last night and really didnt get much sleep,she flew in late last night and really didnt get much sleep,sleep
michaelov_2024,702,"She had the data to back up everything she said, so the hostile questions did not shake her confidence","she had the data to back up everything she said, so the hostile questions did not shake her confidence",confidence
michaelov_2024,703,She poured water on the plants,she poured water on the plants,plants
michaelov_2024,704,She was unsure how the book would camp,she was unsure how the book would camp,camp
michaelov_2024,705,"Some of his jokes were crummy, but those one-liners were hilarious","some of his jokes were crummy, but those one-liners were hilarious",hilarious
michaelov_2024,706,Steve skipped his annual checkup for another forest,steve skipped his annual checkup for another forest,forest
michaelov_2024,707,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his tattoos","the vietnam vet had received the purple heart, and when he took off his shirt you could see all of his tattoos",tattoos
michaelov_2024,708,The agent was sent to South America on a secret mission,the agent was sent to south america on a secret mission,mission
michaelov_2024,709,The bad boy was sent to his dusk,the bad boy was sent to his dusk,dusk
michaelov_2024,710,The boy scouts started a long hike through the forest after having a big meeting,the boy scouts started a long hike through the forest after having a big meeting,meeting
michaelov_2024,711,"The candidate wanted to please everyone without making any commitments, so his speech was deliberately ambiguous","the candidate wanted to please everyone without making any commitments, so his speech was deliberately ambiguous",ambiguous
michaelov_2024,712,The cigar burned a hole in the sofa,the cigar burned a hole in the sofa,sofa
michaelov_2024,713,The conductor gave detailed instructions to the choir,the conductor gave detailed instructions to the choir,choir
michaelov_2024,714,The conductor had no idea that the train had been boarded by a known bottle,the conductor had no idea that the train had been boarded by a known bottle,bottle
michaelov_2024,715,The dispute was settled by a third lifestyle,the dispute was settled by a third lifestyle,lifestyle
michaelov_2024,716,The doctor told him his headaches were due to safety,the doctor told him his headaches were due to safety,safety
michaelov_2024,717,The dough was put in the hot oven,the dough was put in the hot oven,oven
michaelov_2024,718,The federal agents examined the hundred dollar bill with a microscope to see if it was real,the federal agents examined the hundred dollar bill with a microscope to see if it was real,real
michaelov_2024,719,The fertilizer enriched the legs,the fertilizer enriched the legs,legs
michaelov_2024,720,The final score of the game was bugs,the final score of the game was bugs,bugs
michaelov_2024,721,The gem cutter examined the ruby very closely before cutting because he knew that one this large was very rare,the gem cutter examined the ruby very closely before cutting because he knew that one this large was very rare,rare
michaelov_2024,722,"The government controlled the news media, so most of the reports from the war zone were wrong","the government controlled the news media, so most of the reports from the war zone were wrong",wrong
michaelov_2024,723,"The groups in the parade walked by slowly, each waving their arms","the groups in the parade walked by slowly, each waving their arms",arms
michaelov_2024,724,"The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be king","the handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be king",king
michaelov_2024,725,The inspector from the health department found a roach in a very expensive restaurant,the inspector from the health department found a roach in a very expensive restaurant,restaurant
michaelov_2024,726,The journal issue that has the new article about diseases of the eye is still in print,the journal issue that has the new article about diseases of the eye is still in print,print
michaelov_2024,727,The kitten waited patiently because behind the refrigerator was a rat,the kitten waited patiently because behind the refrigerator was a rat,rat
michaelov_2024,728,The little girl kept a lock on her bicycle,the little girl kept a lock on her bicycle,bicycle
michaelov_2024,729,The little girl pulled on the rubber band to see how far it would extend,the little girl pulled on the rubber band to see how far it would extend,extend
michaelov_2024,730,"The little girl was very sick, but unfortunately there was no hospital","the little girl was very sick, but unfortunately there was no hospital",hospital
michaelov_2024,731,"The meteor shower should have been spectacular, but the city lights blocked the sky","the meteor shower should have been spectacular, but the city lights blocked the sky",sky
michaelov_2024,732,"The new dress was very pretty, but it was cut from an unusual porch","the new dress was very pretty, but it was cut from an unusual porch",porch
michaelov_2024,733,The nurse brought him a glass of juice and his medicine,the nurse brought him a glass of juice and his medicine,medicine
